SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
2262864,CSGP,CoStar Group Inc.,12738726,"$1,044,448,144.74 ",0.075970605,Real Estate Services,US,---
2320524,EL,Estee Lauder Cos. Inc. Class A,6496374,"$1,042,862,918.22 ",0.075855299,Personal Care Products,US,---
2698470,PPG,PPG Industries Inc.,7327989,"$1,038,815,720.64 ",0.075560916,Specialty Chemicals,US,---
BKB0C57,FERG,Ferguson plc,6378374,"$1,030,490,103.44 ",0.074955331,Trading Companies & Distributors,JE,---
BD3W133,KDP,Keurig Dr Pepper Inc.,30593509,"$1,029,471,577.85 ",0.074881246,Soft Drinks & Non-alcoholic Beverages,US,---
B1Z77F6,BK,Bank of New York Mellon Corp.,22942181,"$1,029,415,661.47 ",0.074877179,Asset Management & Custody Banks,US,---
2769796,FIS,Fidelity National Information Services Inc.,18422248,"$1,029,066,773.28 ",0.074851801,Transaction & Payment Processing Service,US,---
2332262,FAST,Fastenal Co.,17798087,"$1,024,813,849.46 ",0.074542454,Trading Companies & Distributors,US,---
2480677,DVN,Devon Energy Corp.,19994232,"$1,021,505,312.88 ",0.074301799,Oil & Gas Exploration & Production,US,---
2134781,URI,United Rentals Inc.,2141507,"$1,020,513,745.78 ",0.074229675,Trading Companies & Distributors,US,---
B3NQ4P8,KMI,Kinder Morgan Inc.,59262568,"$1,020,501,420.96 ",0.074228778,Oil & Gas Storage & Transportation,US,---
2310194,EA,Electronic Arts Inc.,8485297,"$1,018,065,934.06 ",0.074051627,Interactive Home Entertainment,US,---
2240202,CMI,Cummins Inc.,4403198,"$1,012,911,667.92 ",0.073676718,Construction Machinery & Heavy Transportation Equipment,US,---
2380863,GWW,WW Grainger Inc.,1407079,"$1,004,851,397.06 ",0.073090434,Trading Companies & Distributors,US,---
BK0VN47,DD,DuPont de Nemours Inc.,12851444,"$988,147,529.16 ",0.071875436,Specialty Chemicals,US,---
2422806,HSY,Hershey Co.,4592490,"$986,742,401.40 ",0.07177323,Packaged Foods & Meats,US,---
2405302,HAL,Halliburton Co.,25348577,"$978,962,043.74 ",0.071207306,Oil & Gas Equipment & Services,US,---
2614807,XEL,Xcel Energy Inc.,17123426,"$978,261,327.38 ",0.071156337,Electric Utilities,US,---
BYNZGK1,SQ,Block Inc.,16952407,"$977,306,263.55 ",0.071086868,Transaction & Payment Processing Service,US,---
2636607,NEM,Newmont Corp.,24753193,"$975,770,868.06 ",0.070975187,Gold,US,---
BQ1PC76,TEAM,Atlassian Corp. Class A,4735189,"$966,262,667.34 ",0.070283584,Application Software,US,---
2216850,ED,Consolidated Edison Inc.,10755455,"$956,805,276.80 ",0.069595677,Multi-Utilities,US,---
2707677,PEG,Public Service Enterprise Group Inc.,15575520,"$951,352,761.60 ",0.069199074,Multi-Utilities,US,---
2150204,PWR,Quanta Services Inc.,4528591,"$950,415,393.17 ",0.069130892,Construction & Engineering,US,---
B5B1S13,DG,Dollar General Corp.,6836445,"$946,847,632.50 ",0.068871382,Consumer Staples Merchandise Retail,US,---
BFH3N85,VEEV,Veeva Systems Inc. Class A,4533163,"$946,071,118.10 ",0.0688149,Health Care Technology,US,---
2950482,WST,West Pharmaceutical Services Inc.,2310217,"$940,027,297.30 ",0.068375287,Life Sciences Tools & Services,US,---
2795393,COR,Cencora Inc.,5317810,"$935,828,203.80 ",0.068069856,Health Care Distributors,US,---
2497406,KR,Kroger Co.,20070130,"$931,053,330.70 ",0.067722543,Food Retail,US,---
2262530,RSG,Republic Services Inc. Class A,6408643,"$923,677,715.59 ",0.067186059,Environmental & Facilities Services,US,---
2130109,OKE,ONEOK Inc.,13921913,"$907,708,727.60 ",0.066024514,Oil & Gas Storage & Transportation,US,---
BLPK4D2,SGEN,Seagen Inc.,4388848,"$904,409,907.36 ",0.065784566,Biotechnology,US,---
2931205,VMC,Vulcan Materials Co.,4141066,"$903,787,654.50 ",0.065739304,Construction Materials,US,---
BM8JYX3,WBD,Warner Bros Discovery Inc.,68152007,"$895,517,371.98 ",0.065137744,Movies & Entertainment,US,---
BBM5MD6,CDW,CDW Corp./DE,4191592,"$885,054,650.80 ",0.064376712,Technology Distributors,US,---
2019952,ALL,Allstate Corp.,8207069,"$884,804,108.89 ",0.064358488,Property & Casualty Insurance,US,---
BL5GZ82,IR,Ingersoll Rand Inc.,12618192,"$878,352,345.12 ",0.063889202,Industrial Machinery & Supplies & Components,US,---
BYT3MK1,FTV,Fortive Corp.,11001289,"$867,451,637.65 ",0.063096311,Industrial Machinery & Supplies & Components,US,---
2511920,LEN,Lennar Corp. Class A,7258056,"$864,361,889.04 ",0.062871571,Homebuilding,US,---
2572079,MLM,Martin Marietta Materials Inc.,1935612,"$864,076,552.92 ",0.062850816,Construction Materials,US,---
B1W9D46,DAL,Delta Air Lines Inc.,20085747,"$861,276,831.36 ",0.062647171,Passenger Airlines,US,---
2045623,ANSS,ANSYS Inc.,2696111,"$859,708,914.57 ",0.062533125,Application Software,US,---
B7Y8YR3,FANG,Diamondback Energy Inc.,5651202,"$857,739,439.56 ",0.06238987,Oil & Gas Exploration & Production,US,---
B783TY6,APTV,Aptiv plc,8431237,"$855,348,993.65 ",0.062215995,Automotive Parts & Equipment,JE,---
BL6JPG8,GEHC,GE HealthCare Technologies Inc.,12038898,"$848,140,364.10 ",0.061691657,Health Care Equipment,US,---
2740542,ACGL,Arch Capital Group Ltd.,11033672,"$848,048,029.92 ",0.06168494,Property & Casualty Insurance,BM,---
B02HWR9,EXR,Extra Space Storage Inc.,6577257,"$846,361,430.76 ",0.061562261,Self-Storage REITs,US,---
B2R3PV1,AWK,American Water Works Co. Inc.,6086453,"$844,434,489.22 ",0.0614221,Water Utilities,US,---
2679204,ALGN,Align Technology Inc.,2269725,"$840,116,011.50 ",0.061107985,Health Care Supplies,US,---
2126249,MTD,Mettler-Toledo International Inc.,684245,"$830,317,622.60 ",0.060395274,Life Sciences Tools & Services,US,---
BYY8XK8,WEC,WEC Energy Group Inc.,9834857,"$827,308,170.84 ",0.060176374,Multi-Utilities,US,---
BYX4D52,HPQ,HP Inc.,27715759,"$823,435,199.89 ",0.059894663,"Technology Hardware, Storage & Periphera",US,---
2829515,EIX,Edison International,11920788,"$820,746,253.80 ",0.059699076,Electric Utilities,US,---
BYRY499,KHC,Kraft Heinz Co.,24798584,"$820,585,144.56 ",0.059687357,Packaged Foods & Meats,US,---
2372763,IT,Gartner Inc.,2338338,"$817,670,031.84 ",0.059475319,IT Consulting & Other Services,US,---
BYWH073,VICI,VICI Properties Inc. Class A,26504547,"$817,400,229.48 ",0.059455694,Other Specialized REITs,US,---
2131179,AVB,AvalonBay Communities Inc.,4437831,"$815,762,094.42 ",0.05933654,Multi-Family Residential REITs,US,---
2613990,ILMN,Illumina Inc.,4921224,"$813,084,629.28 ",0.059141788,Life Sciences Tools & Services,US,---
BR4T3B3,HUBS,HubSpot Inc.,1469912,"$803,336,306.24 ",0.058432719,Application Software,US,---
2712013,GPN,Global Payments Inc.,6339661,"$803,171,652.09 ",0.058420742,Transaction & Payment Processing Service,US,---
B3SPXZ3,LYB,LyondellBasell Industries NV Class A,8123601,"$802,368,070.77 ",0.058362292,Commodity Chemicals,NL,---
BKT9Y49,DDOG,Datadog Inc. Class A,8312377,"$801,978,132.96 ",0.058333929,Application Software,US,---
BQPVQZ6,HZNP,Horizon Therapeutics plc,7110391,"$801,625,481.34 ",0.058308278,Biotechnology,IE,---
2272476,DLTR,Dollar Tree Inc.,6547043,"$801,096,181.48 ",0.058269778,Consumer Staples Merchandise Retail,US,---
BN78DQ4,PLTR,Palantir Technologies Inc. Class A,53328201,"$798,856,450.98 ",0.058106865,Application Software,US,---
BF2FJ99,MDB,MongoDB Inc. Class A,2088440,"$796,322,172 ",0.057922528,Internet Services & Infrastructure,US,---
2319146,EFX,Equifax Inc.,3815010,"$788,562,567 ",0.057358113,Research & Consulting Services,US,---
2702337,TROW,T. Rowe Price Group Inc.,6989810,"$784,466,376.30 ",0.057060166,Asset Management & Custody Banks,US,---
B6WVMH3,CBRE,CBRE Group Inc. Class A,9220729,"$784,223,001.45 ",0.057042464,Real Estate Services,US,---
2224701,GLW,Corning Inc.,23756535,"$779,689,478.70 ",0.056712707,Electronic Components,US,---
2783815,ZBH,Zimmer Biomet Holdings Inc.,6504486,"$774,814,372.32 ",0.056358103,Health Care Equipment,US,---
B3P2CN8,XYL,Xylem Inc./NY,7456959,"$772,093,534.86 ",0.056160196,Industrial Machinery & Supplies & Components,US,---
B00FWN1,ALNY,Alnylam Pharmaceuticals Inc.,3869665,"$765,497,130.30 ",0.05568039,Biotechnology,US,---
BZ6TS23,SBAC,SBA Communications Corp. Class A,3363809,"$755,276,034.77 ",0.054936932,Telecom Tower REITs,US,---
BN13P03,DASH,DoorDash Inc. Class A,8974100,"$754,991,033 ",0.054916202,Restaurants,US,---
2122117,TTWO,Take-Two Interactive Software Inc.,5254087,"$747,131,171.40 ",0.054344495,Interactive Home Entertainment,US,---
2958936,WY,Weyerhaeuser Co.,22800792,"$746,725,938 ",0.054315019,Timber REITs,US,---
2293819,EBAY,eBay Inc.,16631498,"$744,758,480.44 ",0.054171911,Broadline Retail,US,---
2900335,TSCO,Tractor Supply Co.,3403339,"$743,629,571.50 ",0.054089797,Other Specialty Retail,US,---
BQZJ0Q9,KEYS,Keysight Technologies Inc.,5540189,"$738,507,193.70 ",0.053717208,Electronic Equipment & Instruments,US,---
2195841,CHD,Church & Dwight Co. Inc.,7606287,"$736,060,392.99 ",0.053539234,Household Products,US,---
B01Z7J1,MPWR,Monolithic Power Systems Inc.,1405380,"$732,498,109.80 ",0.053280122,Semiconductors,US,---
2732903,RMD,ResMed Inc.,4575886,"$730,265,646.74 ",0.053117738,Health Care Equipment,US,---
2319157,EQR,Equity Residential,11216597,"$727,171,983.51 ",0.052892712,Multi-Family Residential REITs,US,---
2046853,ALB,Albemarle Corp.,3649033,"$725,099,347.43 ",0.052741954,Specialty Chemicals,US,---
B1YLC43,DFS,Discover Financial Services,7893342,"$710,953,313.94 ",0.051713006,Consumer Finance,US,---
BFY8C75,STE,STERIS plc,3094107,"$710,376,026.13 ",0.051671015,Health Care Equipment,IE,---
2476193,HIG,Hartford Financial Services Group Inc.,9680687,"$695,266,940.34 ",0.050572017,Multi-line Insurance,US,---
BVVN4Q8,ES,Eversource Energy,10856963,"$692,891,378.66 ",0.050399225,Electric Utilities,US,---
2175672,CAH,Cardinal Health Inc.,7921820,"$691,812,540.60 ",0.050320753,Health Care Distributors,US,---
BDB6Q21,WTW,Willis Towers Watson plc,3316503,"$685,720,160.28 ",0.049877608,Insurance Brokers,IE,---
BYVYWS0,HPE,Hewlett Packard Enterprise Co.,40357383,"$685,671,937.17 ",0.0498741,"Technology Hardware, Storage & Periphera",US,---
B1VP7R6,BR,Broadridge Financial Solutions Inc.,3665516,"$682,555,734.36 ",0.049647435,Data Processing & Outsourced Services,US,---
2842040,STT,State Street Corp.,9896692,"$680,298,608.08 ",0.049483258,Asset Management & Custody Banks,US,---
2367480,GPC,Genuine Parts Co.,4384486,"$674,027,032.78 ",0.049027079,Distributors,US,---
2754907,RCL,Royal Caribbean Cruises Ltd.,6759743,"$668,808,972.42 ",0.04864753,"Hotels, Resorts & Cruise Lines",LR,---
2330299,FICO,Fair Isaac Corp.,738051,"$667,633,554.09 ",0.048562033,Application Software,US,---
2050832,AEE,Ameren Corp.,8234551,"$652,752,857.77 ",0.047479647,Multi-Utilities,US,---
BD81GW9,INVH,Invitation Homes Inc.,19051610,"$649,469,384.90 ",0.047240815,Single-Family Residential REITs,US,---
2340168,MTB,M&T Bank Corp.,5180791,"$647,857,914.55 ",0.047123601,Regional Banks,US,---
B28TS42,ULTA,Ulta Beauty Inc.,1560689,"$647,732,755.67 ",0.047114497,Other Specialty Retail,US,---
2278407,DOV,Dover Corp.,4354350,"$645,750,105 ",0.046970284,Industrial Machinery & Supplies & Components,US,---
2550161,MKC,McCormick & Co. Inc./MD,7814699,"$641,430,493.92 ",0.046656086,Packaged Foods & Meats,US,---
2965107,NDAQ,Nasdaq Inc.,12196660,"$640,080,716.80 ",0.046557907,Financial Exchanges & Data,US,---
2085102,BAX,Baxter International Inc.,15733069,"$638,762,601.40 ",0.04646203,Health Care Equipment,US,---
2146838,BF.B,Brown-Forman Corp. Class B,9625097,"$636,507,664.61 ",0.046298011,Distillers & Vintners,US,---
2955733,WAB,Wabtec Corp.,5640199,"$634,635,191.48 ",0.046161812,Construction Machinery & Heavy Transportation Equipment,US,---
2162340,CTRA,Coterra Energy Inc.,22459367,"$633,129,555.73 ",0.046052296,Oil & Gas Exploration & Production,US,---
2009210,ARE,Alexandria Real Estate Equities Inc.,5393662,"$627,498,637.08 ",0.045642717,Office REITs,US,---
2317087,ETR,Entergy Corp.,6577991,"$626,553,642.75 ",0.04557398,Electric Utilities,US,---
B424494,SPLK,Splunk Inc.,5160000,"$625,701,600 ",0.045512005,Application Software,US,---
2718992,RJF,Raymond James Financial Inc.,5955148,"$622,848,929.32 ",0.045304508,Investment Banking & Brokerage,US,---
2637785,NVR,NVR Inc.,96012,"$612,300,207.96 ",0.04453722,Homebuilding,US,---
2503477,TDY,Teledyne Technologies Inc.,1461810,"$611,475,123 ",0.044477206,Electronic Equipment & Instruments,US,---
2100920,FE,FirstEnergy Corp.,16935282,"$610,855,621.74 ",0.044432145,Electric Utilities,US,---
BKLJ8V2,HWM,Howmet Aerospace Inc.,12344419,"$610,678,407.93 ",0.044419254,Aerospace & Defense,US,---
B55PZY3,TRGP,Targa Resources Corp.,7050290,"$608,087,512.50 ",0.044230799,Oil & Gas Storage & Transportation,US,---
2204026,CLX,Clorox Co.,3847681,"$601,969,692.45 ",0.043785804,Household Products,US,---
2280220,DTE,DTE Energy Co.,5789000,"$598,466,820 ",0.043531013,Multi-Utilities,US,---
B1HMF22,FSLR,First Solar Inc.,3158574,"$597,349,514.88 ",0.043449743,Semiconductors,US,---
B4R28B3,FLT,FleetCor Technologies Inc.,2183621,"$593,355,334.33 ",0.043159216,Transaction & Payment Processing Service,US,---
2803014,PFG,Principal Financial Group Inc.,7565164,"$587,888,894.44 ",0.042761601,Life & Health Insurance,US,---
B02T2J7,LVS,Las Vegas Sands Corp.,10714727,"$587,809,923.22 ",0.042755857,Casinos & Gaming,US,---
2831543,LUV,Southwest Airlines Co.,18511908,"$584,976,292.80 ",0.042549745,Passenger Airlines,US,---
2289874,DRI,Darden Restaurants Inc.,3760085,"$584,730,818.35 ",0.04253189,Restaurants,US,---
2566436,MKL,Markel Group Inc.,393520,"$581,984,598.40 ",0.042332137,Property & Casualty Insurance,US,---
BTN1Y44,WBA,Walgreens Boots Alliance Inc.,22853977,"$578,434,157.87 ",0.042073887,Drug Retail,US,---
B0BV2M7,BLDR,Builders FirstSource Inc.,3980900,"$577,389,736 ",0.041997918,Building Products,US,---
BVFTF03,IRM,Iron Mountain Inc.,9054158,"$575,301,199.32 ",0.041846003,Other Specialized REITs,US,---
2093666,BRK.A,Berkshire Hathaway Inc. Class A,1051,"$574,607,975 ",0.041795579,Multi-Sector Holdings,US,---
2433530,HOLX,Hologic Inc.,7681060,"$574,082,424.40 ",0.041757352,Health Care Equipment,US,---
2586122,LH,Laboratory Corp. of America Holdings,2756903,"$573,711,514.30 ",0.041730373,Health Care Services,US,---
2142922,VRSN,VeriSign Inc.,2757980,"$573,080,664.20 ",0.041684486,Internet Services & Infrastructure,US,---
2708841,PHM,PulteGroup Inc.,6981458,"$572,898,443.48 ",0.041671232,Homebuilding,US,---
2680905,PPL,PPL Corp.,22899074,"$570,644,924.08 ",0.041507317,Electric Utilities,US,---
2222631,COO,Cooper Cos. Inc.,1539625,"$569,645,853.75 ",0.041434647,Health Care Supplies,US,---
2212706,MOH,Molina Healthcare Inc.,1821372,"$564,843,884.64 ",0.041085363,Managed Health Care,US,---
2336747,FITB,Fifth Third Bancorp,21260339,"$564,462,000.45 ",0.041057586,Diversified Banks,US,---
2464165,IFF,International Flavors & Fragrances Inc.,7942983,"$559,583,152.35 ",0.04070271,Specialty Chemicals,US,---
B75JX34,LPLA,LPL Financial Holdings Inc.,2419830,"$557,988,599.70 ",0.040586727,Investment Banking & Brokerage,US,---
BJXC5M2,NET,Cloudflare Inc. Class A,8574374,"$557,591,541.22 ",0.040557846,Internet Services & Infrastructure,US,---
2325507,EXPD,Expeditors International of Washington Inc.,4759807,"$555,517,074.97 ",0.040406954,Air Freight & Logistics,US,---
2440637,CNP,CenterPoint Energy Inc.,19613275,"$547,014,239.75 ",0.039788478,Multi-Utilities,US,---
BDFG6S3,HUBB,Hubbell Inc. Class B,1670201,"$544,569,036.05 ",0.03961062,Electrical Components & Equipment,US,---
2927925,VTR,Ventas Inc.,12462492,"$544,361,650.56 ",0.039595536,Health Care REITs,US,---
B95N910,PTC,PTC Inc.,3686339,"$542,518,510.63 ",0.03946147,Application Software,US,---
B65SQW4,ENPH,Enphase Energy Inc.,4278725,"$541,387,074.25 ",0.039379172,Semiconductor Materials & Equipment,US,---
B01R311,RF,Regions Financial Corp.,29330060,"$537,913,300.40 ",0.039126498,Regional Banks,US,---
2961053,SWKS,Skyworks Solutions Inc.,4945675,"$537,792,699.50 ",0.039117726,Semiconductors,US,---
2437071,BMRN,BioMarin Pharmaceutical Inc.,5878253,"$537,154,759.14 ",0.039071324,Biotechnology,US,---
2849472,STLD,Steel Dynamics Inc.,5009216,"$533,932,333.44 ",0.038836933,Steel,US,---
2073022,BALL,Ball Corp.,9796746,"$533,432,819.70 ",0.038800599,"Metal, Glass & Plastic Containers",US,---
2788713,BG,Bunge Ltd.,4665749,"$533,388,425.68 ",0.03879737,Agricultural Products & Services,BM,---
2456612,IEX,IDEX Corp.,2355250,"$533,228,600 ",0.038785745,Industrial Machinery & Supplies & Components,US,---
BNGC0D3,J,Jacobs Solutions Inc.,3948194,"$532,295,515.08 ",0.038717874,Research & Consulting Services,US,---
2589132,MAA,Mid-America Apartment Communities Inc.,3629588,"$527,125,065.24 ",0.038341789,Multi-Family Residential REITs,US,---
2692687,BRO,Brown & Brown Inc.,7060360,"$523,172,676 ",0.038054301,Insurance Brokers,US,---
2315359,ATO,Atmos Energy Corp.,4497827,"$521,523,040.65 ",0.037934311,Gas Utilities,US,---
2729068,RS,Reliance Steel & Aluminum Co.,1828942,"$521,175,312.32 ",0.037909018,Steel,US,---
BF14BT1,ARES,Ares Management Corp. Class A,5032506,"$520,562,420.64 ",0.037864438,Asset Management & Custody Banks,US,---
2329770,FDS,FactSet Research Systems Inc.,1191936,"$520,172,789.76 ",0.037836097,Financial Exchanges & Data,US,---
2937689,WAT,Waters Corp.,1848289,"$518,999,551.20 ",0.037750759,Life Sciences Tools & Services,US,---
2196888,CINF,Cincinnati Financial Corp.,4905263,"$518,927,772.77 ",0.037745538,Property & Casualty Insurance,US,---
2909644,TYL,Tyler Technologies Inc.,1302081,"$518,788,132.83 ",0.03773538,Application Software,US,---
2884183,TER,Teradyne Inc.,4809113,"$518,759,019.31 ",0.037733263,Semiconductor Materials & Equipment,US,---
2507457,AKAM,Akamai Technologies Inc.,4853475,"$510,051,687.75 ",0.037099913,Internet Services & Infrastructure,US,---
2630643,NTAP,NetApp Inc.,6641219,"$509,381,497.30 ",0.037051165,"Technology Hardware, Storage & Periphera",US,---
2219224,CMS,CMS Energy Corp.,9063713,"$509,290,033.47 ",0.037044512,Multi-Utilities,US,---
BJ2Z0H2,PINS,Pinterest Inc. Class A,18513112,"$508,925,448.88 ",0.037017993,Interactive Media & Services,US,---
2910970,MRO,Marathon Oil Corp.,19281782,"$508,074,955.70 ",0.03695613,Oil & Gas Exploration & Production,US,---
B4QG225,UAL,United Airlines Holdings Inc.,10164268,"$506,282,189.08 ",0.036825729,Passenger Airlines,US,---
B3Z5T14,GRMN,Garmin Ltd.,4770666,"$505,786,009.32 ",0.036789638,Consumer Electronics,CH,---
2279303,OMC,Omnicom Group Inc.,6224194,"$504,221,955.94 ",0.036675872,Advertising,US,---
BL98841,RIVN,Rivian Automotive Inc. Class A,22011177,"$500,314,053.21 ",0.036391621,Automobile Manufacturers,US,---
2445966,HBAN,Huntington Bancshares Inc./OH,44884491,"$497,769,005.19 ",0.036206501,Regional Banks,US,---
2523044,CCL,Carnival Corp.,31255994,"$494,469,825.08 ",0.035966526,"Hotels, Resorts & Cruise Lines",PA,---
B5834C5,CBOE,Cboe Global Markets Inc.,3297657,"$493,692,229.47 ",0.035909966,Financial Exchanges & Data,US,---
BGSP7M9,ZM,Zoom Video Communications Inc. Class A,6940565,"$492,988,331.95 ",0.035858766,Application Software,US,---
2885937,TXT,Textron Inc.,6314918,"$490,732,277.78 ",0.035694666,Aerospace & Defense,US,---
BYMWL86,TRU,TransUnion,6009447,"$488,087,285.34 ",0.035502276,Research & Consulting Services,US,---
2556868,EG,Everest Group Ltd.,1352424,"$487,792,288.32 ",0.035480819,Reinsurance,BM,---
2486813,K,Kellogg Co.,7979972,"$486,937,891.44 ",0.035418672,Packaged Foods & Meats,US,---
2319414,EQT,EQT Corp.,11253887,"$486,392,996.14 ",0.035379037,Oil & Gas Exploration & Production,US,---
2445416,JBHT,JB Hunt Transport Services Inc.,2581702,"$485,050,171.76 ",0.035281364,Cargo Ground Transportation,US,---
B748CK2,EXPE,Expedia Group Inc.,4440100,"$481,262,439 ",0.035005853,"Hotels, Resorts & Cruise Lines",US,---
2316619,ESS,Essex Property Trust Inc.,1989747,"$474,335,787.33 ",0.034502026,Multi-Family Residential REITs,US,---
2066408,AVY,Avery Dennison Corp.,2515692,"$473,906,058.96 ",0.034470768,Paper & Plastic Packaging Products & Materials,US,---
2860257,SUI,Sun Communities Inc.,3867546,"$473,464,981.32 ",0.034438685,Single-Family Residential REITs,US,---
2909730,TSN,Tyson Foods Inc. Class A,8883805,"$473,240,292.35 ",0.034422342,Packaged Foods & Meats,US,---
2599700,ENTG,Entegris Inc.,4653019,"$471,211,234.13 ",0.034274753,Semiconductor Materials & Equipment,US,---
2719951,EXAS,Exact Sciences Corp.,5631637,"$471,199,067.79 ",0.034273868,Biotechnology,US,---
